gene_id	id	product	target_prot	target_nuc	unique_id	cluster	padloc_system	padloc_gene
MCL2500743.1	MCL2500743.1	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	MCL2500735.1	WRDO01000031.1	22			
MCL2500744.1	MCL2500744.1	cysteine--tRNA ligase	MCL2500735.1	WRDO01000031.1	22	369		
MCL2500745.1	MCL2500745.1	ribonuclease III	MCL2500735.1	WRDO01000031.1	22			
MCL2500746.1	MCL2500746.1	nicotinate phosphoribosyltransferase	MCL2500735.1	WRDO01000031.1	22			
MCL2500747.1	MCL2500747.1	CtkA family protein	MCL2500735.1	WRDO01000031.1	22			
MCL2500748.1	MCL2500748.1	hypothetical protein	MCL2500735.1	WRDO01000031.1	22			
MCL2500749.1	MCL2500749.1	DUF4981 domain-containing protein	MCL2500735.1	WRDO01000031.1	22			
MCL2500750.1	MCL2500750.1	hypothetical protein	MCL2500735.1	WRDO01000031.1	22			
MCL2500751.1	MCL2500751.1	YjjG family noncanonical pyrimidine nucleotidase	MCL2500735.1	WRDO01000031.1	22			
MCL2500752.1	MCL2500752.1	type II toxin-antitoxin system Phd/YefM family antitoxin	MCL2500735.1	WRDO01000031.1	22			
MCL2500753.1	MCL2500753.1	type II toxin-antitoxin system RelE/ParE family toxin	MCL2500735.1	WRDO01000031.1	22			
MCL2500754.1	MCL2500754.1	hypothetical protein	MCL2500735.1	WRDO01000031.1	22			
MCL2500755.1	MCL2500755.1	hypothetical protein	MCL2500735.1	WRDO01000031.1	22			
MCL2500756.1	MCL2500756.1	cellulase family glycosylhydrolase	MCL2500735.1	WRDO01000031.1	22			
MCL2500757.1	MCL2500757.1	DUF2961 domain-containing protein	MCL2500735.1	WRDO01000031.1	22			
MCL2500758.1	MCL2500758.1	phosphotransferase	MCL2500735.1	WRDO01000031.1	22			
MCL2853808.1	MCL2853808.1	reverse transcriptase family protein	MCL2853808.1	WRAW01000132.1	23	1		
MCL2853809.1	MCL2853809.1	ThiF family adenylyltransferase	MCL2853808.1	WRAW01000132.1	23	3		
MCL2853810.1	MCL2853810.1	hypothetical protein	MCL2853808.1	WRAW01000132.1	23	4		
MCL2853811.1	MCL2853811.1	hypothetical protein	MCL2853808.1	WRAW01000132.1	23	5		
MCL2187314.1	MCL2187314.1	PAS domain-containing sensor histidine kinase	MCL2187345.1	WQRX01000003.1	24	226		
MCL2187315.1	MCL2187315.1	L-rhamnose mutarotase	MCL2187345.1	WQRX01000003.1	24			
MCL2187316.1	MCL2187316.1	ABC transporter permease subunit	MCL2187345.1	WQRX01000003.1	24	370		
MCL2187317.1	MCL2187317.1	carbohydrate ABC transporter permease	MCL2187345.1	WQRX01000003.1	24	371		
MCL2187318.1	MCL2187318.1	hypothetical protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187319.1	MCL2187319.1	NUDIX domain-containing protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187320.1	MCL2187320.1	GrpB family protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187321.1	MCL2187321.1	hypothetical protein	MCL2187345.1	WQRX01000003.1	24	372		
MCL2187322.1	MCL2187322.1	methyl-accepting chemotaxis protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187323.1	MCL2187323.1	DUF6273 domain-containing protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187324.1	MCL2187324.1	hypothetical protein	MCL2187345.1	WQRX01000003.1	24	372		
MCL2187325.1	MCL2187325.1	MFS transporter	MCL2187345.1	WQRX01000003.1	24			
MCL2187326.1	MCL2187326.1	CdaR family protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187327.1	MCL2187327.1	diadenylate cyclase CdaA	MCL2187345.1	WQRX01000003.1	24			
MCL2187328.1	MCL2187328.1	hypothetical protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187329.1	MCL2187329.1	hypothetical protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187330.1	MCL2187330.1	chromate transporter	MCL2187345.1	WQRX01000003.1	24	373		
MCL2187331.1	MCL2187331.1	chromate transporter	MCL2187345.1	WQRX01000003.1	24	373		
MCL2187332.1	MCL2187332.1	DUF2809 domain-containing protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187333.1	MCL2187333.1	tRNA guanosine(34) transglycosylase Tgt	MCL2187345.1	WQRX01000003.1	24			
MCL2187334.1	MCL2187334.1	ComEC family competence protein	MCL2187345.1	WQRX01000003.1	24	374		
MCL2187335.1	MCL2187335.1	GerMN domain-containing protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187336.1	MCL2187336.1	ATP-binding protein	MCL2187345.1	WQRX01000003.1	24	226		
MCL2187337.1	MCL2187337.1	response regulator transcription factor	MCL2187345.1	WQRX01000003.1	24			
MCL2187338.1	MCL2187338.1	helix-hairpin-helix domain-containing protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187339.1	MCL2187339.1	D-alanyl-D-alanine carboxypeptidase	MCL2187345.1	WQRX01000003.1	24	224		
MCL2187340.1	MCL2187340.1	nucleoside hydrolase	MCL2187345.1	WQRX01000003.1	24			
MCL2187341.1	MCL2187341.1	site-specific integrase	MCL2187345.1	WQRX01000003.1	24	170		
MCL2187342.1	MCL2187342.1	helix-turn-helix domain-containing protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187343.1	MCL2187343.1	hypothetical protein	MCL2187345.1	WQRX01000003.1	24	219		
MCL2187344.1	MCL2187344.1	type II toxin-antitoxin system antitoxin, RelB/DinJ family	MCL2187345.1	WQRX01000003.1	24			
MCL2187345.1	MCL2187345.1	reverse transcriptase family protein	MCL2187345.1	WQRX01000003.1	24	1		
MCL2187346.1	MCL2187346.1	ribonuclease HI	MCL2187345.1	WQRX01000003.1	24	43		
MCL2187347.1	MCL2187347.1	AAA family ATPase	MCL2187345.1	WQRX01000003.1	24	221	PDC-S01	PDC-S01
MCL2187348.1	MCL2187348.1	DEAD/DEAH box helicase family protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187349.1	MCL2187349.1	hypothetical protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187350.1	MCL2187350.1	retropepsin-like domain-containing protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187351.1	MCL2187351.1	BlaI/MecI/CopY family transcriptional regulator	MCL2187345.1	WQRX01000003.1	24			
MCL2187352.1	MCL2187352.1	M56 family metallopeptidase	MCL2187345.1	WQRX01000003.1	24			
MCL2187353.1	MCL2187353.1	response regulator	MCL2187345.1	WQRX01000003.1	24			
MCL2187354.1	MCL2187354.1	hypothetical protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187355.1	MCL2187355.1	hypothetical protein	MCL2187345.1	WQRX01000003.1	24	375		
MCL2187356.1	MCL2187356.1	hypothetical protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187357.1	MCL2187357.1	hypothetical protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187358.1	MCL2187358.1	stalk domain-containing protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187359.1	MCL2187359.1	hypothetical protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187360.1	MCL2187360.1	hypothetical protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187361.1	MCL2187361.1	pyruvate, phosphate dikinase	MCL2187345.1	WQRX01000003.1	24	375		
MCL2187362.1	MCL2187362.1	50S ribosomal protein L7/L12	MCL2187345.1	WQRX01000003.1	24			
MCL2187363.1	MCL2187363.1	50S ribosomal protein L10	MCL2187345.1	WQRX01000003.1	24			
MCL2187364.1	MCL2187364.1	MerR family transcriptional regulator	MCL2187345.1	WQRX01000003.1	24			
MCL2187365.1	MCL2187365.1	hypothetical protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187366.1	MCL2187366.1	30S ribosomal protein S12	MCL2187345.1	WQRX01000003.1	24			
MCL2187367.1	MCL2187367.1	30S ribosomal protein S7	MCL2187345.1	WQRX01000003.1	24			
MCL2187368.1	MCL2187368.1	elongation factor G	MCL2187345.1	WQRX01000003.1	24	376		
MCL2187369.1	MCL2187369.1	hypothetical protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187370.1	MCL2187370.1	hypothetical protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187371.1	MCL2187371.1	hypothetical protein	MCL2187345.1	WQRX01000003.1	24	494		
MCL2187372.1	MCL2187372.1	hypothetical protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187373.1	MCL2187373.1	elongation factor Tu	MCL2187345.1	WQRX01000003.1	24	376		
MCL2187374.1	MCL2187374.1	2-oxoacid:acceptor oxidoreductase family protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187375.1	MCL2187375.1	thiamine pyrophosphate-dependent enzyme	MCL2187345.1	WQRX01000003.1	24			
MCL2187376.1	MCL2187376.1	3-methyl-2-oxobutanoate dehydrogenase subunit VorB	MCL2187345.1	WQRX01000003.1	24			
MCL2187377.1	MCL2187377.1	4Fe-4S dicluster domain-containing protein	MCL2187345.1	WQRX01000003.1	24			
MCL2187378.1	MCL2187378.1	leucine dehydrogenase	MCL2187345.1	WQRX01000003.1	24			
MCL2187379.1	MCL2187379.1	nucleoside phosphorylase	MCL2187345.1	WQRX01000003.1	24			
MCL2187380.1	MCL2187380.1	coenzyme F420-0:L-glutamate ligase	MCL2187345.1	WQRX01000003.1	24			
MCL2187381.1	MCL2187381.1	MerR family transcriptional regulator	MCL2187345.1	WQRX01000003.1	24			
MCL2284892.1	MCL2284892.1	hypothetical protein	MCL2284894.1	WQTQ01000047.1	25	4		
MCL2284893.1	MCL2284893.1	ThiF family adenylyltransferase	MCL2284894.1	WQTQ01000047.1	25	3		
MCL2284894.1	MCL2284894.1	reverse transcriptase domain-containing protein	MCL2284894.1	WQTQ01000047.1	25	1		
MCL2284895.1	MCL2284895.1	ribonuclease HI	MCL2284894.1	WQTQ01000047.1	25	43		
MCL2637871.1	MCL2637871.1	alpha/beta-type small acid-soluble spore protein	MCL2637906.1	WQYC01000014.1	26			
MCL2637872.1	MCL2637872.1	ATPase	MCL2637906.1	WQYC01000014.1	26			
MCL2637873.1	MCL2637873.1	pantetheine-phosphate adenylyltransferase	MCL2637906.1	WQYC01000014.1	26			
MCL2637874.1	MCL2637874.1	hypothetical protein	MCL2637906.1	WQYC01000014.1	26			
MCL2637875.1	MCL2637875.1	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	MCL2637906.1	WQYC01000014.1	26			
MCL2637876.1	MCL2637876.1	excinuclease ABC subunit UvrC	MCL2637906.1	WQYC01000014.1	26			
MCL2637877.1	MCL2637877.1	DegV family protein	MCL2637906.1	WQYC01000014.1	26			
MCL2637878.1	MCL2637878.1	carbohydrate binding domain-containing protein	MCL2637906.1	WQYC01000014.1	26			
MCL2637879.1	MCL2637879.1	alpha/beta hydrolase	MCL2637906.1	WQYC01000014.1	26	377		
MCL2637880.1	MCL2637880.1	leucine-rich repeat domain-containing protein	MCL2637906.1	WQYC01000014.1	26			
MCL2637881.1	MCL2637881.1	hypothetical protein	MCL2637906.1	WQYC01000014.1	26			
MCL2637882.1	MCL2637882.1	diaminopimelate decarboxylase	MCL2637906.1	WQYC01000014.1	26			
MCL2637883.1	MCL2637883.1	hypothetical protein	MCL2637906.1	WQYC01000014.1	26			
MCL2637884.1	MCL2637884.1	flagellin lysine-N-methylase	MCL2637906.1	WQYC01000014.1	26			
MCL2637885.1	MCL2637885.1	N-acetylmuramoyl-L-alanine amidase	MCL2637906.1	WQYC01000014.1	26			
MCL2637886.1	MCL2637886.1	family 10 glycosylhydrolase	MCL2637906.1	WQYC01000014.1	26			
MCL2637887.1	MCL2637887.1	aconitate hydratase	MCL2637906.1	WQYC01000014.1	26			
MCL2637888.1	MCL2637888.1	hypothetical protein	MCL2637906.1	WQYC01000014.1	26			
MCL2637889.1	MCL2637889.1	hypothetical protein	MCL2637906.1	WQYC01000014.1	26			
MCL2637890.1	MCL2637890.1	NADP-dependent isocitrate dehydrogenase	MCL2637906.1	WQYC01000014.1	26			
MCL2637891.1	MCL2637891.1	redox-sensing transcriptional repressor Rex	MCL2637906.1	WQYC01000014.1	26			
MCL2637892.1	MCL2637892.1	hypothetical protein	MCL2637906.1	WQYC01000014.1	26			
MCL2637893.1	MCL2637893.1	hypothetical protein	MCL2637906.1	WQYC01000014.1	26			
MCL2637894.1	MCL2637894.1	hypothetical protein	MCL2637906.1	WQYC01000014.1	26			
MCL2637895.1	MCL2637895.1	hypothetical protein	MCL2637906.1	WQYC01000014.1	26	222		
MCL2637896.1	MCL2637896.1	hypothetical protein	MCL2637906.1	WQYC01000014.1	26	223		
MCL2637897.1	MCL2637897.1	InlB B-repeat-containing protein	MCL2637906.1	WQYC01000014.1	26	223		
MCL2637898.1	MCL2637898.1	hypothetical protein	MCL2637906.1	WQYC01000014.1	26	223		
MCL2637899.1	MCL2637899.1	hypothetical protein	MCL2637906.1	WQYC01000014.1	26	2		
MCL2637900.1	MCL2637900.1	hypothetical protein	MCL2637906.1	WQYC01000014.1	26	2		
MCL2637901.1	MCL2637901.1	hypothetical protein	MCL2637906.1	WQYC01000014.1	26	5		
MCL2637902.1	MCL2637902.1	putative toxin-antitoxin system toxin component, PIN family	MCL2637906.1	WQYC01000014.1	26			
MCL2637903.1	MCL2637903.1	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	MCL2637906.1	WQYC01000014.1	26	84		
MCL2637904.1	MCL2637904.1	hypothetical protein	MCL2637906.1	WQYC01000014.1	26	4		
MCL2637905.1	MCL2637905.1	ThiF family adenylyltransferase	MCL2637906.1	WQYC01000014.1	26	3		
MCL2637906.1	MCL2637906.1	reverse transcriptase family protein	MCL2637906.1	WQYC01000014.1	26	1		
MCL2637907.1	MCL2637907.1	recombinase family protein	MCL2637906.1	WQYC01000014.1	26	50		
MCL2637908.1	MCL2637908.1	hypothetical protein	MCL2637906.1	WQYC01000014.1	26	446		
MCL2637909.1	MCL2637909.1	N-6 DNA methylase	MCL2637906.1	WQYC01000014.1	26	171		
MCL2637910.1	MCL2637910.1	ATP-binding protein	MCL2637906.1	WQYC01000014.1	26			
MCL2637911.1	MCL2637911.1	cyclase family protein	MCL2637906.1	WQYC01000014.1	26			
MCL2637912.1	MCL2637912.1	nitroreductase	MCL2637906.1	WQYC01000014.1	26			
MCL2637913.1	MCL2637913.1	recombinase family protein	MCL2637906.1	WQYC01000014.1	26	77		
MCL2637914.1	MCL2637914.1	hypothetical protein	MCL2637906.1	WQYC01000014.1	26			
MCL2637915.1	MCL2637915.1	Nif3-like dinuclear metal center hexameric protein	MCL2637906.1	WQYC01000014.1	26			
MCL2637916.1	MCL2637916.1	aminoglycoside phosphotransferase family protein	MCL2637906.1	WQYC01000014.1	26			
MCL2637917.1	MCL2637917.1	GNAT family N-acetyltransferase	MCL2637906.1	WQYC01000014.1	26			
MCL2036287.1	MCL2036287.1	hypothetical protein	MCL2036304.1	WRKZ01000011.1	27			
MCL2036288.1	MCL2036288.1	4Fe-4S binding protein	MCL2036304.1	WRKZ01000011.1	27			
MCL2036289.1	MCL2036289.1	peptide deformylase	MCL2036304.1	WRKZ01000011.1	27			
MCL2036290.1	MCL2036290.1	hypothetical protein	MCL2036304.1	WRKZ01000011.1	27			
MCL2036291.1	MCL2036291.1	recombinase family protein	MCL2036304.1	WRKZ01000011.1	27	77		
MCL2036292.1	MCL2036292.1	hypothetical protein	MCL2036304.1	WRKZ01000011.1	27	378		
MCL2036293.1	MCL2036293.1	hypothetical protein	MCL2036304.1	WRKZ01000011.1	27	378		
MCL2036294.1	MCL2036294.1	hypothetical protein	MCL2036304.1	WRKZ01000011.1	27	222		
MCL2036295.1	MCL2036295.1	hypothetical protein	MCL2036304.1	WRKZ01000011.1	27			
MCL2036296.1	MCL2036296.1	hypothetical protein	MCL2036304.1	WRKZ01000011.1	27			
MCL2036297.1	MCL2036297.1	GNAT family N-acetyltransferase	MCL2036304.1	WRKZ01000011.1	27			
MCL2036298.1	MCL2036298.1	tetratricopeptide repeat protein	MCL2036304.1	WRKZ01000011.1	27			
MCL2036299.1	MCL2036299.1	hypothetical protein	MCL2036304.1	WRKZ01000011.1	27	2		
MCL2036300.1	MCL2036300.1	hypothetical protein	MCL2036304.1	WRKZ01000011.1	27	2		
MCL2036301.1	MCL2036301.1	hypothetical protein	MCL2036304.1	WRKZ01000011.1	27	5		
MCL2036302.1	MCL2036302.1	hypothetical protein	MCL2036304.1	WRKZ01000011.1	27	4		
MCL2036303.1	MCL2036303.1	ThiF family adenylyltransferase	MCL2036304.1	WRKZ01000011.1	27	3		
MCL2036304.1	MCL2036304.1	reverse transcriptase family protein	MCL2036304.1	WRKZ01000011.1	27	1		
MCL2036305.1	MCL2036305.1	hypothetical protein	MCL2036304.1	WRKZ01000011.1	27			
MCL2036306.1	MCL2036306.1	recombinase family protein	MCL2036304.1	WRKZ01000011.1	27	50		
MCL2036307.1	MCL2036307.1	hypothetical protein	MCL2036304.1	WRKZ01000011.1	27			
MCL2036308.1	MCL2036308.1	hypothetical protein	MCL2036304.1	WRKZ01000011.1	27			
MCL2036309.1	MCL2036309.1	helix-turn-helix transcriptional regulator	MCL2036304.1	WRKZ01000011.1	27	379		
MCL2036310.1	MCL2036310.1	hypothetical protein	MCL2036304.1	WRKZ01000011.1	27			
MCL2036311.1	MCL2036311.1	FtsK/SpoIIIE domain-containing protein	MCL2036304.1	WRKZ01000011.1	27	219		
MCL2036312.1	MCL2036312.1	site-specific integrase	MCL2036304.1	WRKZ01000011.1	27	97		
MCL2036313.1	MCL2036313.1	hypothetical protein	MCL2036304.1	WRKZ01000011.1	27			
MCL2036314.1	MCL2036314.1	SCP2 sterol-binding domain-containing protein	MCL2036304.1	WRKZ01000011.1	27			
MCL2036315.1	MCL2036315.1	pyrroline-5-carboxylate reductase	MCL2036304.1	WRKZ01000011.1	27			
MCL2036316.1	MCL2036316.1	folate family ECF transporter S component	MCL2036304.1	WRKZ01000011.1	27			
MCL2036317.1	MCL2036317.1	6-phosphofructokinase	MCL2036304.1	WRKZ01000011.1	27			
MCL2036318.1	MCL2036318.1	DNA-binding protein WhiA	MCL2036304.1	WRKZ01000011.1	27			
MCL2036319.1	MCL2036319.1	U32 family peptidase	MCL2036304.1	WRKZ01000011.1	27			
MCL2036320.1	MCL2036320.1	endolytic transglycosylase MltG	MCL2036304.1	WRKZ01000011.1	27			
MCL2036321.1	MCL2036321.1	5-formyltetrahydrofolate cyclo-ligase	MCL2036304.1	WRKZ01000011.1	27			
MCL2036322.1	MCL2036322.1	DJ-1/PfpI family protein	MCL2036304.1	WRKZ01000011.1	27			
MCL2036323.1	MCL2036323.1	phosphatidylglycerol lysyltransferase domain-containing protein	MCL2036304.1	WRKZ01000011.1	27			
MCL2036324.1	MCL2036324.1	deoxynucleoside kinase	MCL2036304.1	WRKZ01000011.1	27			
MCL2036325.1	MCL2036325.1	PH domain-containing protein	MCL2036304.1	WRKZ01000011.1	27	449		
MCL2036326.1	MCL2036326.1	aspartate kinase	MCL2036304.1	WRKZ01000011.1	27			
MCL2036327.1	MCL2036327.1	4-hydroxy-tetrahydrodipicolinate reductase	MCL2036304.1	WRKZ01000011.1	27			
MCL2036328.1	MCL2036328.1	4-hydroxy-tetrahydrodipicolinate synthase	MCL2036304.1	WRKZ01000011.1	27			
MCL2036329.1	MCL2036329.1	aspartate-semialdehyde dehydrogenase	MCL2036304.1	WRKZ01000011.1	27			
MCL2036330.1	MCL2036330.1	hypothetical protein	MCL2036304.1	WRKZ01000011.1	27			
MCL2036331.1	MCL2036331.1	rRNA pseudouridine synthase	MCL2036304.1	WRKZ01000011.1	27			
MCL2036332.1	MCL2036332.1	D-alanyl-D-alanine carboxypeptidase	MCL2036304.1	WRKZ01000011.1	27	224		
MCL2036333.1	MCL2036333.1	GerW family sporulation protein	MCL2036304.1	WRKZ01000011.1	27			
MCL2036334.1	MCL2036334.1	DUF2953 domain-containing protein	MCL2036304.1	WRKZ01000011.1	27			
MCL2036335.1	MCL2036335.1	SMC-Scp complex subunit ScpB	MCL2036304.1	WRKZ01000011.1	27	488		
MCL2036336.1	MCL2036336.1	hypothetical protein	MCL2036304.1	WRKZ01000011.1	27			
MDR1674350.1	MDR1674350.1	helix-turn-helix domain-containing protein	MDR1674356.1	JAISVP010000105.1	28			
MDR1674351.1	MDR1674351.1	hypothetical protein	MDR1674356.1	JAISVP010000105.1	28			
MDR1674352.1	MDR1674352.1	hypothetical protein	MDR1674356.1	JAISVP010000105.1	28			
MDR1674353.1	MDR1674353.1	hypothetical protein	MDR1674356.1	JAISVP010000105.1	28	2		
MDR1674354.1	MDR1674354.1	hypothetical protein	MDR1674356.1	JAISVP010000105.1	28	2		
MDR1674355.1	MDR1674355.1	ThiF family adenylyltransferase	MDR1674356.1	JAISVP010000105.1	28	3		
MDR1674356.1	MDR1674356.1	reverse transcriptase family protein	MDR1674356.1	JAISVP010000105.1	28	1		
MDR1674357.1	MDR1674357.1	hypothetical protein	MDR1674356.1	JAISVP010000105.1	28			
MDR1674358.1	MDR1674358.1	hypothetical protein	MDR1674356.1	JAISVP010000105.1	28			
MDR1674359.1	MDR1674359.1	recombinase family protein	MDR1674356.1	JAISVP010000105.1	28	50		
MDR1674360.1	MDR1674360.1	hypothetical protein	MDR1674356.1	JAISVP010000105.1	28	225		
MDR1674361.1	MDR1674361.1	helix-turn-helix transcriptional regulator	MDR1674356.1	JAISVP010000105.1	28	379		
MDR1674362.1	MDR1674362.1	helix-turn-helix domain-containing protein	MDR1674356.1	JAISVP010000105.1	28			
MDR1674363.1	MDR1674363.1	response regulator	MDR1674356.1	JAISVP010000105.1	28	226		
MDL2234131.1	MDL2234131.1	reverse transcriptase family protein	MDL2234131.1	JAJDGX010000162.1	29	1		
MDL2234132.1	MDL2234132.1	ThiF family adenylyltransferase	MDL2234131.1	JAJDGX010000162.1	29	3		
MDL2234133.1	MDL2234133.1	hypothetical protein	MDL2234131.1	JAJDGX010000162.1	29	4		
MDL2234134.1	MDL2234134.1	hypothetical protein	MDL2234131.1	JAJDGX010000162.1	29	5		
MDL2234135.1	MDL2234135.1	hypothetical protein	MDL2234131.1	JAJDGX010000162.1	29			
MBR2859134.1	MBR2859134.1	RNA-directed DNA polymerase	MBR2859134.1	JAFVVS010000055.1	30	1		
MBR2859135.1	MBR2859135.1	hypothetical protein	MBR2859134.1	JAFVVS010000055.1	30	406		
MBR2859136.1	MBR2859136.1	hypothetical protein	MBR2859134.1	JAFVVS010000055.1	30	167		
MBR2859137.1	MBR2859137.1	ThiF family adenylyltransferase	MBR2859134.1	JAFVVS010000055.1	30	3		
MBR2859138.1	MBR2859138.1	hypothetical protein	MBR2859134.1	JAFVVS010000055.1	30	4		
MBR2859139.1	MBR2859139.1	hypothetical protein	MBR2859134.1	JAFVVS010000055.1	30	5		
MBR2859140.1	MBR2859140.1	hypothetical protein	MBR2859134.1	JAFVVS010000055.1	30	2		
MBR2859141.1	MBR2859141.1	hypothetical protein	MBR2859134.1	JAFVVS010000055.1	30	2		
MBR2859142.1	MBR2859142.1	hypothetical protein	MBR2859134.1	JAFVVS010000055.1	30			
MBR2859143.1	MBR2859143.1	DUF2828 family protein	MBR2859134.1	JAFVVS010000055.1	30	169		
MBQ7852419.1	MBQ7852419.1	metallophosphoesterase	MBQ7852421.1	JAFUKZ010000113.1	32	444		
MBQ7852420.1	MBQ7852420.1	hypothetical protein	MBQ7852421.1	JAFUKZ010000113.1	32			
MBQ7852421.1	MBQ7852421.1	RNA-directed DNA polymerase	MBQ7852421.1	JAFUKZ010000113.1	32	1		
MBR3740836.1	MBR3740836.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33			
MBR3740837.1	MBR3740837.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33	32		
MBR3740838.1	MBR3740838.1	prohibitin family protein	MBR3740860.1	JAFXMP010000165.1	33	404		
MBR3740839.1	MBR3740839.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33	383		
MBR3740840.1	MBR3740840.1	cysteine desulfurase	MBR3740860.1	JAFXMP010000165.1	33	15		
MBR3740841.1	MBR3740841.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33	382		
MBR3740842.1	MBR3740842.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33	23		
MBR3740843.1	MBR3740843.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33			
MBR3740844.1	MBR3740844.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33	11		
MBR3740845.1	MBR3740845.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33	381		
MBR3740846.1	MBR3740846.1	catalase	MBR3740860.1	JAFXMP010000165.1	33	380		
MBR3740847.1	MBR3740847.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33			
MBR3740848.1	MBR3740848.1	tRNA(His) guanylyltransferase Thg1 family protein	MBR3740860.1	JAFXMP010000165.1	33	36		
MBR3740849.1	MBR3740849.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33			
MBR3740850.1	MBR3740850.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33	384		
MBR3740851.1	MBR3740851.1	HNH endonuclease	MBR3740860.1	JAFXMP010000165.1	33			
MBR3740852.1	MBR3740852.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33			
MBR3740853.1	MBR3740853.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33			
MBR3740854.1	MBR3740854.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33			
MBR3740855.1	MBR3740855.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33	254		
MBR3740856.1	MBR3740856.1	ECF transporter S component	MBR3740860.1	JAFXMP010000165.1	33			
MBR3740857.1	MBR3740857.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33			
MBR3740858.1	MBR3740858.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33			
MBR3740859.1	MBR3740859.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33	227		
MBR3740860.1	MBR3740860.1	RNA-directed DNA polymerase	MBR3740860.1	JAFXMP010000165.1	33	1		
MBR3740861.1	MBR3740861.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33	233		
MBR3740862.1	MBR3740862.1	ThiF family adenylyltransferase	MBR3740860.1	JAFXMP010000165.1	33	3		
MBR3740863.1	MBR3740863.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33	4		
MBR3740864.1	MBR3740864.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33	5		
MBR3740865.1	MBR3740865.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33	2		
MBR3740866.1	MBR3740866.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33	167		
MBR3740867.1	MBR3740867.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33	234		
MBR3740868.1	MBR3740868.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33			
MBR3740869.1	MBR3740869.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33	107		
MBR3740870.1	MBR3740870.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33			
MBR3740871.1	MBR3740871.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33	407		
MBR3740872.1	MBR3740872.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33			
MBR3740873.1	MBR3740873.1	hypothetical protein	MBR3740860.1	JAFXMP010000165.1	33	6		
MBQ9613038.1	MBQ9613038.1	hypothetical protein	MBQ9613050.1	JAFTFD010000232.1	34	6		
MBQ9613039.1	MBQ9613039.1	hypothetical protein	MBQ9613050.1	JAFTFD010000232.1	34			
MBQ9613040.1	MBQ9613040.1	hypothetical protein	MBQ9613050.1	JAFTFD010000232.1	34			
