leaf_id	og_index	superkingdom	kingdom	phylum	class	order	family	genus	species	start_win	end_win	strand_win	start_target	end_target
292	291	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella algae	0.0	75429.0	+	34560.0	35429.0
293	292	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas spongiae	2135697.0	2216635.0	+	2175697.0	2176635.0
294	293	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella	Moraxella tetraodonis	7453.0	50068.0	-	47453.0	48388.0
295	294	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Lonepinella	Lonepinella sp. MS14434	1889635.0	1970570.0	-	1929635.0	1930570.0
296	295	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae		Methylophilaceae bacterium	0.0	68936.0	-	27761.0	28936.0
297	296	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	4630755.0	4711930.0	-	4670755.0	4671930.0
298	297	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium damselae					
299	298	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	0.0	4051.0	+	3450.0	4051.0
300	299	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia adecarboxylata	81151.0	162305.0	-	121151.0	122305.0
301	300	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria sp. HMSC065C04	13084.0	93901.0	-	53084.0	54049.0
302	301	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga sp.	20139.0	101170.0	-	60139.0	61170.0
303	302	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	uncultured Psychrobacter sp.	11424.0	92407.0	+	51424.0	52407.0
304	303	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer	Microbulbifer sp.	296387.0	377349.0	+	336387.0	337349.0
305	304		unclassified						unidentified					
306	305	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas piscis	0.0	17545.0	+	13804.0	14988.0
307	306	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	75090.0	134603.0	-	115090.0	116259.0
308	307	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio ichthyoenteri	59313.0	100743.0	+	99313.0	100500.0
309	308	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter sp. LX-99	452787.0	533671.0	-	492787.0	493671.0
310	309	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia sp. PROV148	72231.0	153181.0	+	112231.0	113181.0
311	310	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae	23621.0	95241.0	-	63621.0	64799.0
312	311	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. NY11382	858746.0	939927.0	+	898746.0	899927.0
313	312	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas rhodesiae	139307.0	197092.0	-	179307.0	180488.0
314	313	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. sif0611	241534.0	322703.0	+	281534.0	282703.0
315	314	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella	Rahnella sp. Larv3_ips	0.0	48462.0	-	7284.0	8462.0
316	315	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	Gilliamella sp. B3831	0.0	54987.0	+	14043.0	14987.0
317	316	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella	Edwardsiella piscicida	0.0	4101.0	+	501.0	1652.0
318	317	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia sp. AAUFL_F3_KS11A	0.0	45365.0	+	4403.0	5365.0
319	318	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. CO342X	97854.0	178798.0	-	137854.0	138798.0
320	319	Bacteria	unclassified	Kiritimatiellota	Kiritimatiellia				Kiritimatiellia bacterium	0.0	3250.0	+	2643.0	3250.0
321	320	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio furnissii	582984.0	663892.0	+	622984.0	623892.0
322	321	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella algae	769957.0	851144.0	-	809957.0	811144.0
323	322	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia liquefaciens	189461.0	270633.0	+	229461.0	230633.0
324	323	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasipneumoniae	0.0	30598.0	-	1.0	494.0
325	324		unclassified						unidentified					
326	325	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	0.0	4317.0	+	3428.0	4317.0
327	326	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	Alcaligenes faecalis	2633683.0	2714942.0	+	2673683.0	2674942.0
328	327	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas luteoviolacea	108280.0	166488.0	+	148280.0	149188.0
329	328	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	Xanthomonas hortorum	0.0	28137.0	+	26155.0	27018.0
330	329	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Candidatus Thiodiazotropha	Candidatus Thiodiazotropha sp. (ex Dulcina madagascariensis)	17169.0	67616.0	+	57169.0	58137.0
331	330	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Leptothrix	Leptothrix ochracea	0.0	8492.0	-	6455.0	7399.0
332	331	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus Thiosymbion	Candidatus Thiosymbion oneisti	673.0	81638.0	-	40673.0	41638.0
333	332	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio chagasii	53047.0	134042.0	-	93047.0	94042.0
334	333	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia kristensenii	60373.0	110148.0	+	100373.0	101551.0
335	334	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	0.0	59189.0	+	18020.0	19189.0
336	335	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae	236864.0	317661.0	-	276864.0	277661.0
337	336	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas terrigena	23120.0	78724.0	-	63120.0	64148.0
338	337	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica	1636763.0	1717701.0	-	1676763.0	1677701.0
339	338	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas xanthosomatis	5690126.0	5771172.0	-	5730126.0	5731172.0
340	339	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae		Orbaceae bacterium ESL0721	1158948.0	1239892.0	+	1198948.0	1199892.0
341	340		unclassified						unidentified	1020879.0	1102057.0	+	1060879.0	1062057.0
342	341	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Alicycliphilus	Alicycliphilus denitrificans	236730.0	317758.0	+	276730.0	277758.0
343	342	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium carotovorum	89529.0	170446.0	+	129529.0	130446.0
344	343	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	Photorhabdus laumondii	0.0	55235.0	-	19513.0	20694.0
345	344	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. SP2S2-4	37102.0	118289.0	+	77102.0	78289.0
346	345	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. MCCC 1A11062	61852.0	104084.0	-	101852.0	103027.0
347	346	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia sp.					
348	347	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia psychrerythraea	152128.0	194657.0	+	192128.0	193105.0
349	348	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. ACM05	724949.0	806118.0	-	764949.0	766118.0
350	349		unclassified						unidentified	0.0	76525.0	-	35347.0	36525.0
351	350	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasipneumoniae	0.0	30598.0	-	1.0	641.0
352	351	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. AS84	119368.0	200555.0	+	159368.0	160555.0
353	352	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella trematum	500166.0	542107.0	+	540166.0	541152.0
354	353	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Candidatus Aquirickettsiella	Candidatus Aquirickettsiella gammari					
355	354	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas thiooxydans	0.0	1799.0	-	112.0	672.0
356	355	Bacteria	unclassified	Chloroflexota	Anaerolineae				Anaerolineae bacterium	0.0	12658.0	-	2442.0	3383.0
357	356	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	Rhodocyclus tenuis	165132.0	246079.0	-	205132.0	206079.0
358	357	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae	0.0	1278.0	-	326.0	1278.0
359	358	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga sp.	62168.0	143334.0	+	102168.0	103334.0
360	359	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Giesbergeria	Giesbergeria sp.	0.0	10377.0	-	8960.0	9982.0
361	360	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Stutzerimonas	Stutzerimonas frequens	1746894.0	1827432.0	+	1786894.0	1787432.0
362	361	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	0.0	3481.0	+	2531.0	3481.0
363	362	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp.	0.0	2753.0	-	331.0	1353.0
364	363	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio metschnikovii	74410.0	155597.0	+	114410.0	115597.0
365	364	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	0.0	4338.0	-	1.0	669.0
366	365	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga sp.					
367	366	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria			Candidatus Accumulibacter	Candidatus Accumulibacter adjunctus	29612.0	92533.0	+	69612.0	70562.0
368	367		unclassified						unidentified	0.0	6577.0	-	1.0	561.0
369	368	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	0.0	77970.0	-	36987.0	37970.0
370	369	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Vreelandella	Vreelandella titanicae	0.0	80670.0	+	39489.0	40670.0
371	370	Bacteria	unclassified	Thermodesulfobacteriota	Candidatus Dadabacteria				Candidatus Dadabacteria bacterium	21504.0	102466.0	+	61504.0	62466.0
372	371	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter denitrificans	9558.0	90733.0	-	49558.0	50733.0
373	372	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga sp.					
374	373	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella subflava	115577.0	196761.0	-	155577.0	156761.0
375	374	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa					
376	375	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium leiognathi	0.0	37581.0	-	1849.0	3036.0
377	376	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Giesbergeria	Giesbergeria anulus	157104.0	238288.0	+	197104.0	198288.0
378	377	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae	838862.0	919809.0	-	878862.0	879809.0
379	378	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter changyiensis	158342.0	239517.0	+	198342.0	199517.0
380	379	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	0.0	4051.0	+	1.0	1158.0
381	380	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	Methylocaldum sp.	0.0	7809.0	-	1223.0	2395.0
382	381	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Castellaniella	Castellaniella sp.	1541814.0	1622983.0	-	1581814.0	1582983.0
383	382	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Ketobacteraceae	Ketobacter	Ketobacter sp.	0.0	8263.0	+	2393.0	3391.0
384	383	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Thiobacillus	Thiobacillus sp.	0.0	63946.0	-	23071.0	23946.0
385	384	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Vreelandella	Vreelandella alkaliphila	56141.0	137322.0	+	96141.0	97322.0
386	385	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	Alcaligenes faecalis	479591.0	560499.0	+	519591.0	520499.0
387	386	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia arboris	180235.0	237713.0	-	220235.0	221245.0
388	387	Bacteria	unclassified	Pseudomonadota					Pseudomonadota bacterium	171061.0	212632.0	-	211061.0	212089.0
389	388	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea agglomerans	661596.0	742777.0	+	701596.0	702777.0
390	389	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cepacia					
391	390	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria				Betaproteobacteria bacterium	186663.0	267610.0	-	226663.0	227610.0
392	391	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter aloeverae	69831.0	150823.0	+	109831.0	110823.0
393	392	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae	1784007.0	1863112.0	+	1824007.0	1825275.0
394	393	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	Curvibacter gracilis	0.0	73559.0	+	32534.0	33559.0
395	394	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tasmaniensis	103016.0	183990.0	+	143016.0	143990.0
396	395	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. 39167	524.0	81708.0	+	40524.0	41708.0
397	396	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	Undibacterium sp. YM2	4002750.0	4083922.0	-	4042750.0	4043922.0
398	397	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	Gilliamella apicola	0.0	9442.0	-	2253.0	3113.0
399	398	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia amylovora	3709558.0	3790739.0	-	3749558.0	3750739.0
400	399	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. IMGN_8	858746.0	939729.0	+	898746.0	899729.0
401	400	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas	Endozoicomonas euniceicola	5002485.0	5083687.0	+	5042485.0	5043687.0
402	401	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas elongata	150470.0	231645.0	-	190470.0	191645.0
403	402	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio splendidus	0.0	41139.0	-	8581.0	9768.0
404	403	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	0.0	965.0	-	1.0	706.0
405	404	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus	Arsenophonus apicola	0.0	70541.0	-	29375.0	30541.0
406	405		unclassified						unidentified	0.0	41559.0	-	537.0	1559.0
407	406	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia enterocolitica	192617.0	236579.0	-	232617.0	233798.0
408	407	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia sp. KBS0713	2579258.0	2660424.0	-	2619258.0	2620424.0
409	408	Bacteria	unclassified	Pseudomonadota					Pseudomonadota bacterium	0.0	3965.0	+	3099.0	3965.0
410	409		unclassified						unidentified					
411	410	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	Idiomarina loihiensis	0.0	33626.0	+	3215.0	4363.0
412	411	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio fluvialis	399320.0	480507.0	-	439320.0	440507.0
413	412	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Agarivorans	Agarivorans aestuarii	917973.0	999160.0	+	957973.0	959160.0
414	413	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	0.0	1305.0	-	1.0	989.0
415	414	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia vietnamiensis	75488.0	156498.0	-	115488.0	116498.0
416	415	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	Dickeya dianthicola	0.0	45143.0	-	3962.0	5143.0
417	416	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. YR213	30613.0	111791.0	-	70613.0	71791.0
418	417	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	Collimonas fungivorans	3028580.0	3109758.0	-	3068580.0	3069758.0
419	418	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira sp.	0.0	5550.0	+	3276.0	4286.0
420	419	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	0.0	2173.0	-	89.0	955.0
421	420	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. FHTAMBA	479165.0	560250.0	+	519165.0	520250.0
422	421	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella algae	0.0	4274.0	+	300.0	1190.0
423	422		unclassified						unidentified					
424	423	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oceanobacter	Oceanobacter kriegii	566601.0	647632.0	-	606601.0	607632.0
425	424	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas media	0.0	68808.0	-	27633.0	28808.0
426	425	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	Stenotrophomonas sp. TWI591	52776.0	126976.0	+	92776.0	93732.0
427	426	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia contaminans	0.0	49757.0	-	8747.0	9757.0
428	427	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Psychrosphaera	Psychrosphaera haliotis	55623.0	136564.0	-	95623.0	96564.0
429	428	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia sp. D2M02	0.0	52319.0	-	11141.0	12319.0
430	429	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter xylosoxidans	18872.0	100041.0	+	58872.0	60041.0
431	430	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Caenimonas	Caenimonas koreensis	135850.0	177784.0	-	175850.0	177112.0
432	431	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia sp. Marseille-Q4284	725581.0	806762.0	-	765581.0	766762.0
433	432	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii	120717.0	201895.0	+	160717.0	161895.0
434	433	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	Photorhabdus laumondii	0.0	55235.0	-	19513.0	20499.0
435	434	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae	129944.0	170766.0	-	169944.0	170766.0
436	435	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp.	0.0	11577.0	+	9593.0	10504.0
437	436	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. 10N.286.51.B7	0.0	67059.0	-	25872.0	27059.0
438	437	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Winslowiella	Winslowiella arboricola					
439	438	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. SW0106-04	0.0	15085.0	-	797.0	1960.0
440	439	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. EYE_354	95054.0	147964.0	-	135054.0	136238.0
441	440	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas citronellolis	4493245.0	4574408.0	-	4533245.0	4534408.0
442	441	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio sp. ALE14	9617.0	90813.0	-	49617.0	50813.0
443	442	Bacteria	unclassified	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae		Bryobacteraceae bacterium	0.0	33362.0	+	1758.0	2690.0
444	443	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	Candidatus Rickettsiella viridis	155116.0	236039.0	+	195116.0	196039.0
445	444	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas alloputida	5063129.0	5144310.0	+	5103129.0	5104310.0
446	445	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	18685.0	59870.0	+	58685.0	59870.0
447	446	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia fungorum	344852.0	426021.0	-	384852.0	386021.0
